"","X","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SystemAccessRate","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"253556",264103,"Warning","Policy_Violation","Suspicious",128479150,154866707,34234,38062,5,NA,"True","False",106121285,30.22646,"Normal"
"96687",100615,"Warning","ThreatDetected","Suspicious",119952627,107830677,29819,22137,7,NA,"True","False",136607594,29.81654,"Normal"
"534369",556624,"Warning","PolicyViolation","Anomalous",128067235,105035603,23551,-1,4,5,"True","True",156659628,42.08735,"Normal"
"77057",80206,"Warning","NormalOperation","Suspicious",139384805,169510445,40532,30098,7,NA,"True","False",145888005,38.28016,"Normal"
"39552",41179,"Alert","PolicyViolation","Suspicious",131662984,174482427,38445,29783,6,NA,"True","False",150802103,28.19869,"Normal"
"372316",387890,"Alert","Policy_Violation","Elevated",132039043,206896476,44915,30615,6,NA,"True","False",103918628,28.88072,"Normal"
"500748",521626,"Warning","Policy_Violation","Anomalous",134667831,132139276,29649,38823,5,4,"True","False",150539718,27.83487,"Normal"
"430857",448838,"Warning","PolicyViolation","Anomalous",129540937,128528403,29117,42867,6,NA,"False","False",124403176,19.86298,"Normal"
"500544",521412,"Informational","PolicyViolation","Anomalous",125396664,135796748,31242,39670,6,NA,"True","False",177094407,26.87491,"Normal"
"234362",244104,"Warning","NormalOperation","Critical",134280593,82554138,19547,32296,5,NA,"True","False",140514847,28.57533,"Normal"
"507900",529086,"Warning","PolicyViolation","Suspicious",160138064,90459425,25713,28307,5,NA,"False","False",122313998,26.95488,"Normal"
"10052",10461,"Warning","PolicyViolation","Suspicious",128978108,168980835,37578,28486,6,NA,"False","False",153804218,39.25758,"Normal"
"100693",104780,"Warning","PolicyViolation","Suspicious",135255493,148586145,32954,32828,5,5,"True","False",99575691,32.22299,"Normal"
"477450",497338,"Warning","PolicyViolation","Critical",136140591,87186284,20154,25695,5,5,"True","False",158186982,99999,"Normal"
"270137",281351,"Warning","PolicyViolation","Suspicious",139008179,161495055,36577,37256,6,NA,"True","False",80093903,38.12852,"Normal"
"297831",310200,"Alert","Policy_Violation","Critical",130884215,112015742,26071,28539,6,6,"True","False",138615429,99999,"Normal"
"346097",360580,"Warning","PolicyViolation","Suspicious",137447541,157984515,34274,28269,5,NA,"False","False",106808570,31.24644,"Normal"
"427371",445213,"Warning","Policy_Violation","Suspicious",137595981,181030474,41007,34936,7,6,"False","False",158753250,24.02032,"Normal"
"400855",417561,"Informational","PolicyViolation","Anomalous",136551864,151099003,31283,35194,4,5,"True","False",133581875,30.35635,"Normal"
"482180",502278,"Warning","PolicyViolation","Anomalous",91198673,116372594,27079,19734,6,NA,"False","True",129204571,28.06226,"Normal"
"491069",511524,"Warning","Policy_Violation","Anomalous",141019721,119369987,28065,31737,6,NA,"True","False",177093550,29.4017,"Normal"
"515942",537453,"Informational","PolicyViolation","Anomalous",133048901,128063779,30754,30591,6,3,"False","False",140304245,26.19094,"Normal"
"253131",263662,"Warning","PolicyViolation","Suspicious",189461121,85090956,28969,32744,5,6,"True","False",116679684,23.8443,"Normal"
"422132",439767,"Warning","PolicyViolation","Suspicious",129908738,164105399,36339,28784,5,5,"True","True",146755634,22.53503,"Normal"
"535270",557578,"Warning","NormalOperation","Anomalous",125452248,126777013,30759,39275,7,NA,"False","False",159342257,34.50566,"Normal"
"487373",507676,"Warning","PolicyViolation","Anomalous",116555726,83425483,22551,-1,6,NA,"False","False",174649193,38.55583,"Normal"
"104763",109017,"Warning","ThreatDetected","Elevated",125245204,200275770,43860,33767,6,5,"False","False",154928718,28.72597,"Normal"
"61814",64349,"Warning","Policy_Violation","Suspicious",175007367,80763524,26828,21505,5,NA,"False","False",192832687,29.69456,"Normal"
"296751",309072,"Warning","PolicyViolation","Suspicious",134280575,176782117,38219,38543,5,6,"False","False",139939457,99999,"Normal"
"530217",552300,"Warning","PolicyViolation","Suspicious",117182763,141765385,29144,39828,3,NA,"True","True",153667854,99999,"Normal"
"185545",193264,"Warning","Policy_Violation","Suspicious",122108862,159090483,33884,38345,5,NA,"True","False",170656907,23.89195,"Normal"
"203851",212360,"Warning","PolicyViolation","Anomalous",125380548,138001351,31647,26648,6,4,"True","False",127786731,32.45979,"Normal"
"174813",182073,"Warning","Policy_Violation","Anomalous",133496603,118252427,28254,28644,6,4,"False","False",150369975,23.32331,"Normal"
"473887",493605,"Warning","NormalOperation","Suspicious",133440086,168128724,38242,22429,6,NA,"True","False",180401241,39.5627,"Normal"
"64628",67270,"Warning","ThreatDetected","Suspicious",136029428,177399606,40456,22443,7,NA,"False","False",83487160,22.38082,"Normal"
"285296",297150,"Warning","PolicyViolation","Suspicious",134435492,168399050,37473,37067,6,NA,"True","False",223733439,28.69508,"Normal"
"50221",52279,"Warning","PolicyViolation","Elevated",222648460,100893069,32124,36161,4,5,"True","False",165568877,22.28569,"Normal"
"424635",442374,"Warning","Policy_Violation","Suspicious",124369549,160944316,34298,34785,5,4,"False","False",179512347,34.1822,"Normal"
"97889",101857,"Warning","PolicyViolation","Anomalous",138863400,133610224,32553,28355,7,4,"True","False",152312454,32.77761,"Normal"
"323999",337482,"Warning","PolicyViolation","Suspicious",128233106,156843404,35109,36988,5,7,"True","False",177220355,34.15633,"Normal"
"231760",241411,"Informational","PolicyViolation","Suspicious",125681691,159727299,32792,34389,4,7,"True","True",156050076,99999,"Normal"
"523626",545446,"Warning","PolicyViolation","Anomalous",129370912,125528348,27390,32310,5,5,"True","False",165820266,35.22772,"Normal"
"541000",563513,"Alert","PolicyViolation","Anomalous",124698525,118853305,27565,36108,6,4,"False","False",154534663,99999,"Normal"
"8333",8673,"Warning","Policy_Violation","Anomalous",121657359,140476512,32198,33416,6,NA,"False","False",169313601,25.38991,"Normal"
"185632",193356,"Warning","PolicyViolation","Anomalous",128244187,137637346,30936,26536,5,6,"True","False",157939499,45.27489,"Normal"
"293503",305670,"Warning","Policy_Violation","Critical",137817950,98324731,22835,37489,5,NA,"False","False",126436464,27.7089,"Normal"
"54785",57037,"Warning","PolicyViolation","Anomalous",133346225,134494344,31358,33165,6,NA,"True","False",131468921,26.2692,"Normal"
"452190",471047,"Warning","PolicyViolation","Critical",132926260,93421386,21724,27514,5,NA,"True","False",114160108,27.77989,"Normal"
"26066",27149,"Warning","Policy_Violation","Critical",128616106,98444444,22042,40947,5,6,"False","False",126066627,35.32561,"Normal"
"35220",36672,"Warning","PolicyViolation","Suspicious",129888999,153565206,33228,33301,5,NA,"True","False",157419897,32.07656,"Normal"
"450276",469058,"Warning","ThreatDetected","Suspicious",128874766,168584623,39919,20013,7,4,"False","False",133447147,99999,"Normal"
"118614",123462,"Warning","PolicyViolation","Suspicious",132192199,190215000,42183,28880,6,6,"False","False",121456045,29.83393,"Normal"
"291140",303220,"Warning","PolicyViolation","Anomalous",128265470,153195478,35680,29718,7,NA,"False","False",119619403,25.28205,"Normal"
"207042",215669,"Warning","PolicyViolation","Anomalous",129488732,129947751,27368,33597,4,NA,"False","False",147091164,33.29272,"Normal"
"117152",121943,"Alert","PolicyViolation","Suspicious",135801122,184939183,41100,34014,6,NA,"False","False",90789160,25.04337,"Normal"
"225529",234915,"Alert","PolicyViolation","Anomalous",123219709,108545878,27256,30533,6,5,"True","False",107225926,28.8109,"Normal"
"359554",374599,"Warning","Policy_Violation","Anomalous",127444150,131709624,31056,34512,6,NA,"True","False",167953185,23.61401,"Normal"
"403722",420558,"Warning","Policy_Violation","Suspicious",119452271,160201326,33931,-1,4,NA,"False","True",137448480,25.93209,"Normal"
"54193",56421,"Warning","Policy_Violation","Suspicious",127748384,131552451,33412,38223,7,NA,"True","False",172983764,20.257,"Normal"
"16851",17530,"Warning","Policy_Violation","Anomalous",135649325,138577690,29213,33710,5,3,"False","False",108598411,27.09646,"Normal"
"8036",8362,"Info","PolicyViolation","Anomalous",133887130,118467212,27766,38555,6,NA,"False","False",154385676,99999,"Normal"
"529445",551507,"Warning","ThreatDetected","Anomalous",102460697,114301280,23260,40572,5,NA,"False","True",207449399,34.22785,"Normal"
"143161",149055,"Warning","Policy_Violation","Suspicious",126553597,165364786,36414,35641,5,3,"True","False",198400312,25.03733,"Normal"
"9389",9770,"Warning","Policy_Violation","Anomalous",120061160,126281042,27256,29931,5,NA,"False","True",149611332,14.69116,"Normal"
"370110",385595,"Warning","Policy_Violation","Suspicious",140092853,194283617,42559,39887,5,NA,"True","False",184744840,39.67253,"Normal"
"383210",399238,"Warning","PolicyViolation","Suspicious",125758123,150966775,33078,-1,5,6,"False","False",199408348,39.41818,"Normal"
"458697",477793,"Warning","Policy_Violation","Anomalous",137092543,134121291,30771,26614,6,NA,"False","False",155431627,23.45225,"Normal"
"67397",70153,"Warning","Policy_Violation","Anomalous",127818218,130037837,27321,23279,4,NA,"False","False",183604320,19.20607,"Normal"
"305979",318671,"Warning","PolicyViolation","Anomalous",137358546,125568168,28252,37437,5,6,"False","False",110225739,31.9262,"Normal"
"195100",203237,"Warning","Policy_Violation","Anomalous",137714137,128532840,28075,44876,4,NA,"False","False",123564278,27.0837,"Normal"
"454638",473590,"Warning","Policy_Violation","Anomalous",141050925,164541366,36666,34868,6,6,"False","False",109870930,31.96167,"Normal"
"329532",343271,"Warning","PolicyViolation","Critical",126039967,80572864,18216,35668,4,3,"True","False",152890472,99999,"Normal"
"388613",404832,"Warning","Policy_Violation","Anomalous",131527211,143435857,33538,33638,7,NA,"True","False",122881609,27.35063,"Normal"
"81629",84969,"Warning","PolicyViolation","Critical",135069069,80676834,17590,37435,4,4,"False","False",179025359,30.56917,"Normal"
"131731",137125,"Alert","PolicyViolation","Anomalous",120694830,142688622,31501,24459,5,NA,"True","False",144405188,28.47863,"Normal"
"12232",12732,"Alert","NormalOperation","Suspicious",123425764,133916051,29706,27155,5,8,"False","True",161024533,27.20809,"Normal"
"503967",524977,"Informational","PolicyViolation","Anomalous",130726609,142355440,33085,34037,7,5,"False","False",150570388,29.34757,"Normal"
"616",644,"Warning","PolicyViolation","Suspicious",126480095,170425410,37889,33299,6,NA,"True","False",130205514,25.89701,"Normal"
"234976",244742,"Informational","PolicyViolation","Suspicious",135651193,187511578,41097,38086,5,4,"True","False",178530672,47.30155,"Normal"
"301700",314220,"Warning","Policy_Violation","Suspicious",131978088,129347010,29154,23158,4,7,"False","True",123705835,29.5874,"Normal"
"289088",301079,"Warning","PolicyViolation","Suspicious",127007881,192329884,41335,29043,5,NA,"False","False",139441997,29.38149,"Normal"
"506420",527549,"Warning","PolicyViolation","Anomalous",133613832,144761456,31543,27658,5,NA,"False","False",116897769,37.11631,"Normal"
"161168",167829,"Warning","Policy_Violation","Elevated",126175329,208089528,45844,27731,6,NA,"True","False",166465500,28.93063,"Normal"
"121978",126968,"Warning","Policy_Violation","Anomalous",127765092,106867726,23515,28033,4,NA,"False","True",125688041,99999,"Normal"
"350125",364795,"Warning","NormalOperation","Elevated",132179244,206062861,46616,-1,7,NA,"False","False",140838952,99999,"Normal"
"207153",215784,"Warning","Policy_Violation","Anomalous",133100140,139680606,31763,41962,5,NA,"True","False",143505330,99999,"Normal"
"170719",177799,"Warning","NormalOperation","Anomalous",131466014,108736189,24958,31990,5,6,"False","False",159228074,21.92955,"Normal"
"520167",541843,"Warning","PolicyViolation","Suspicious",129012130,187747628,40700,22371,5,7,"True","True",169924460,23.57244,"Normal"
"108127",112537,"Warning","PolicyViolation","Anomalous",136571779,115386525,25882,24307,5,NA,"True","False",165917699,36.87834,"Normal"
"520580",542271,"Warning","PolicyViolation","Elevated",130727467,200415743,43523,26947,5,5,"True","False",167600513,24.26319,"Normal"
"523010",544797,"Warning","PolicyViolation","Elevated",127859960,188574821,40278,18919,4,NA,"False","True",115381572,30.992,"Normal"
"268359",279507,"Warning","PolicyViolation","Anomalous",132508878,120304909,25172,25650,3,NA,"True","True",134848921,24.22252,"Normal"
"319064",332328,"Warning","ThreatDetected","Anomalous",139433525,155912592,35159,32527,6,NA,"True","False",143957871,27.00628,"Normal"
"480518",500546,"Warning","PolicyViolation","Critical",131747820,92227283,20904,28966,5,3,"True","False",85748284,30.39864,"Normal"
"529359",551415,"Warning","Policy_Violation","Anomalous",126256447,127400018,29077,38721,5,NA,"False","False",186904494,32.0163,"Normal"
"366441",381768,"Warning","PolicyViolation","Suspicious",170465204,75954666,23829,23614,5,3,"False","False",154995716,34.26028,"Normal"
"206785",215401,"Warning","PolicyViolation","Suspicious",137595225,171539146,37751,-1,5,NA,"False","False",149680863,23.4521,"Normal"
"281569",293273,"Warning","NormalOperation","Anomalous",136075507,102674316,25850,-1,7,NA,"True","False",108023091,23.86657,"Normal"
"122756",127770,"Warning","PolicyViolation","Critical",132198393,82233453,19960,26263,5,NA,"True","False",134326074,99999,"Normal"
"534606",556876,"Warning","PolicyViolation","Suspicious",134530297,185544565,40827,33174,6,4,"False","False",137516743,32.42763,"Normal"
"442270",460707,"Warning","PolicyViolation","Anomalous",129000716,126943128,29741,39302,6,NA,"False","False",120408094,24.25042,"Normal"
"222725",231992,"Warning","Policy_Violation","Suspicious",139224679,112803732,32618,17530,7,4,"True","False",98827422,22.19017,"Normal"
"378396",394210,"Warning","PolicyViolation","Suspicious",139410829,173199652,40117,33671,7,NA,"True","False",195135753,29.23001,"Normal"
"477440",497327,"Warning","ThreatDetected","Anomalous",123061342,136494337,30104,25135,5,5,"False","False",184508598,27.91674,"Normal"
"6855",7138,"Warning","PolicyViolation","Anomalous",132686875,116387563,26466,32359,5,NA,"False","False",142407297,27.45079,"Normal"
"251091",261538,"Warning","ThreatDetected","Anomalous",128744284,114524852,26924,27247,6,4,"True","False",92717081,27.46826,"Normal"
"126378",131563,"Warning","PolicyViolation","Anomalous",134159756,146834465,34074,41689,6,NA,"False","False",130233380,32.79565,"Normal"
"334145",348080,"Warning","PolicyViolation","Anomalous",120103734,119257313,27288,35027,5,NA,"True","False",178015178,37.71566,"Normal"
"24461",25472,"Warning","PolicyViolation","Anomalous",124667986,102588896,24898,-1,6,5,"True","False",134592079,36.96281,"Normal"
"273785",285142,"Alert","PolicyViolation","Suspicious",127976293,143116563,31485,37440,5,5,"False","False",143595750,31.09048,"Normal"
"239964",249925,"Warning","Policy_Violation","Suspicious",124873095,153038627,33456,34253,5,NA,"False","True",234267688,26.68086,"Normal"
"447005",465635,"Warning","PolicyViolation","Anomalous",126858000,106059686,22062,-1,3,NA,"True","True",194723436,27.13748,"Normal"
"232234",241901,"Warning","PolicyViolation","Suspicious",130151814,184947031,41610,42667,6,NA,"False","False",158405615,35.31895,"Normal"
"132450",137875,"Warning","NormalOperation","Critical",126894390,81886854,17101,34814,4,5,"True","False",167250906,23.67867,"Normal"
"529845",551918,"Warning","PolicyViolation","Anomalous",124168103,134776857,29770,38894,5,6,"False","False",173380789,32.637,"Normal"
"243569",253688,"Warning","Policy_Violation","Anomalous",127001128,133457900,30665,22796,6,4,"True","False",183368899,29.3204,"Normal"
"471583",491190,"Warning","PolicyViolation","Suspicious",120772302,141322289,31637,35070,5,NA,"False","False",146824911,26.63148,"Normal"
"279333",290926,"Warning","Policy_Violation","Anomalous",129946735,134355872,32289,22404,7,4,"True","False",155451805,23.46858,"Normal"
"151300",157538,"Warning","PolicyViolation","Suspicious",130504021,166455042,36717,32386,5,5,"True","False",161214005,16.12976,"Normal"
"47626",49588,"Alert","PolicyViolation","Anomalous",138461613,142326478,32290,29285,5,NA,"True","False",177314344,28.68223,"Normal"
"529962",552037,"Warning","PolicyViolation","Anomalous",136508660,149187445,32987,45251,5,NA,"True","False",196792125,31.24919,"Normal"
"366290",381612,"Warning","Policy_Violation","Suspicious",133712632,177046145,38648,30013,5,4,"False","False",113875880,24.19016,"Normal"
"413800",431040,"Warning","PolicyViolation","Suspicious",201199133,109511013,29936,18559,4,NA,"False","False",184141973,22.99825,"Normal"
"475185",494969,"Warning","PolicyViolation","Suspicious",131994558,168094270,35685,30896,5,NA,"False","False",135111173,23.03929,"Normal"
"336678",350713,"Warning","PolicyViolation","Anomalous",125312811,144340147,34518,30696,8,3,"True","False",178985821,27.73849,"Normal"
"21534",22411,"Warning","ThreatDetected","Anomalous",127787369,147724284,33426,-1,6,4,"False","False",107736640,25.29015,"Normal"
"397789",414387,"Warning","PolicyViolation","Suspicious",118420927,167065806,37448,33872,6,NA,"True","False",88743115,33.27085,"Normal"
"289024",301010,"Warning","PolicyViolation","Suspicious",129702052,189382800,41213,32587,6,NA,"False","False",126977420,34.76906,"Normal"
"461579",480784,"Warning","PolicyViolation","Suspicious",131459228,164414283,35297,31971,5,NA,"False","False",136017435,99999,"Normal"
"334117",348048,"Warning","Policy_Violation","Anomalous",118695695,118695027,27530,25116,6,5,"True","False",180816416,24.73105,"Normal"
"65394",68059,"Warning","PolicyViolation","Suspicious",133760347,177820125,38358,36865,5,6,"True","False",124876863,28.66595,"Normal"
"478000",497915,"Warning","Policy_Violation","Anomalous",127346454,128678455,30383,32938,6,NA,"True","False",175169089,29.90402,"Normal"
"140715",146479,"Warning","PolicyViolation","Anomalous",132751022,127542873,29400,30378,7,NA,"True","False",173630614,29.49531,"Normal"
"515695",537196,"Warning","Policy_Violation","Anomalous",130910682,147905467,32880,40933,6,NA,"True","False",83669964,19.19993,"Normal"
"372835",388426,"Warning","PolicyViolation","Anomalous",128413357,119842247,28015,34107,6,5,"True","False",159523821,30.50998,"Normal"
"159835",166431,"Warning","NormalOperation","Suspicious",126362663,153580147,34069,37376,5,6,"False","False",206980137,31.7182,"Normal"
"234516",244264,"Warning","PolicyViolation","Suspicious",126757824,163598266,35622,39903,5,NA,"True","False",120475174,99999,"Normal"
"322354",335757,"Warning","Policy_Violation","Suspicious",166799475,102612668,27416,36006,5,6,"False","False",128054086,35.28422,"Normal"
"11519",11985,"Warning","PolicyViolation","Suspicious",137405193,204723731,44070,29647,5,6,"True","False",135008022,37.69637,"Normal"
"237634",247512,"Warning","PolicyViolation","Suspicious",132896309,165813857,36152,28718,5,NA,"False","False",207319693,20.95759,"Normal"
"39217",40833,"Warning","PolicyViolation","Suspicious",132821070,171500788,38016,28716,5,5,"True","False",86544342,37.60307,"Normal"
"497169",517894,"Warning","Policy_Violation","Elevated",132399503,230806061,49199,35495,6,5,"True","False",120053848,32.91553,"Normal"
"217525",226594,"Warning","PolicyViolation","Suspicious",133641128,118547674,31637,31364,6,4,"False","False",171063239,31.80091,"Normal"
"208076",216732,"Warning","NormalOperation","Suspicious",129764421,163298229,34903,36818,5,4,"True","False",152410484,19.1877,"Normal"
"303472",316050,"Warning","PolicyViolation","Anomalous",129642475,143468662,33683,25527,7,5,"True","False",109133347,28.99333,"Normal"
"117985",122815,"Warning","PolicyViolation","Suspicious",129781399,175472254,38006,-1,5,7,"True","True",151874218,99999,"Normal"
"248682",259024,"Warning","PolicyViolation","Suspicious",127814664,191092190,41491,25076,5,8,"False","False",74442395,21.37004,"Normal"
"346102",360585,"Warning","NormalOperation","Anomalous",125057553,127676633,29191,23942,6,NA,"False","False",107074892,34.85646,"Normal"
"191795",199798,"Warning","PolicyViolation","Suspicious",131440271,192434743,43222,26678,6,NA,"True","False",163897314,35.04554,"Normal"
"210276",219029,"Warning","Policy_Violation","Suspicious",130555371,179865643,40151,34590,6,NA,"True","False",148372810,42.02331,"Normal"
"92753",96533,"Warning","NormalOperation","Anomalous",134826180,85719606,23730,33480,5,3,"True","False",95372577,34.14398,"Normal"
"239341",249272,"Warning","PolicyViolation","Suspicious",125348387,145947043,31548,34757,5,NA,"False","True",177670409,32.72688,"Normal"
"57093",59445,"Warning","Policy_Violation","Suspicious",137053675,180625222,39929,45559,6,5,"True","False",138965952,26.43568,"Normal"
"148911",155053,"Warning","PolicyViolation","Anomalous",125521076,88173997,20834,36877,5,7,"False","False",156427455,24.89034,"Normal"
"221941",231187,"Warning","NormalOperation","Anomalous",129443322,110765827,23936,21540,4,6,"True","False",163778216,99999,"Normal"
"11090",11531,"Warning","PolicyViolation","Anomalous",129129692,145121136,31110,37932,5,NA,"False","False",185474641,41.93094,"Normal"
"186407",194164,"Warning","PolicyViolation","Suspicious",130761159,190430848,42044,21444,6,NA,"False","False",163046486,36.04782,"Normal"
"111652",116216,"Warning","Policy_Violation","Anomalous",156098098,77698367,22953,38156,5,NA,"True","False",91305864,35.36193,"Normal"
"417825",435271,"Warning","PolicyViolation","Anomalous",128235245,112280426,26490,21112,6,4,"False","False",164530195,18.9813,"Normal"
"408524",425550,"Warning","Policy_Violation","Critical",126323637,75823816,17569,37049,5,4,"False","False",113757258,99999,"Normal"
"240360",250339,"Warning","PolicyViolation","Anomalous",132114903,130474756,29627,43298,5,6,"True","False",91137554,99999,"Normal"
"209717",218441,"Alert","Policy_Violation","Anomalous",137309581,152007397,33590,37121,6,NA,"False","False",174339940,36.15485,"Normal"
"423943",441655,"Warning","Policy_Violation","Critical",134878275,104290670,24267,34841,5,NA,"False","False",139240701,35.96864,"Normal"
"238014",247904,"Warning","Policy_Violation","Anomalous",121455679,95544837,20446,32072,4,NA,"False","True",123986531,25.058,"Normal"
"308530",321334,"Warning","PolicyViolation","Suspicious",138768908,171328216,37602,36926,5,NA,"True","False",148356910,28.97186,"Normal"
"127847",133091,"Warning","NormalOperation","Suspicious",148578046,104657130,28146,34398,5,NA,"True","False",160656425,17.66855,"Normal"
"166070",172947,"Warning","PolicyViolation","Critical",128873611,85493114,20050,-1,5,NA,"True","False",173278681,35.79949,"Normal"
"379865",395737,"Warning","PolicyViolation","Anomalous",133577458,139955502,33001,40318,7,NA,"False","False",181406885,30.82754,"Normal"
"75310",78386,"Warning","Policy_Violation","Suspicious",132948919,160372140,35945,29123,5,NA,"False","False",182149875,37.93074,"Normal"
"389501",405750,"Warning","PolicyViolation","Suspicious",131034841,168755996,37542,40996,6,NA,"True","False",164348514,43.22744,"Normal"
"331428",345231,"Warning","Policy_Violation","Anomalous",123576921,121866324,28487,43269,6,6,"True","False",166256882,19.20099,"Normal"
"135051",140582,"Warning","NormalOperation","Suspicious",134876734,198212801,44592,51413,7,NA,"True","False",153883906,38.45867,"Normal"
"134719",140243,"Warning","PolicyViolation","Anomalous",131713044,143633103,32032,32530,6,NA,"True","False",205555431,28.96124,"Normal"
"449916",468686,"Warning","PolicyViolation","Anomalous",128672251,113438807,24159,28701,4,6,"False","False",123956022,28.11154,"Normal"
"378458",394274,"Informational","NormalOperation","Anomalous",125865766,127979422,28982,36510,5,6,"False","False",192779976,18.45931,"Normal"
"279616",291220,"Informational","PolicyViolation","Anomalous",128066013,121891323,26503,-1,4,NA,"True","False",86050527,32.38429,"Normal"
"313272",326261,"Informational","Policy_Violation","Suspicious",135098623,148427184,34260,33358,5,5,"True","False",157832439,31.64302,"Normal"
"432868",450929,"Warning","Policy_Violation","Suspicious",131481753,136626095,31603,37766,5,NA,"False","False",159297154,32.40086,"Normal"
"313361",326355,"Warning","PolicyViolation","Elevated",145061943,231184281,51017,32310,6,NA,"False","False",100400343,32.31163,"Normal"
"74251",77280,"Warning","PolicyViolation","Anomalous",133961864,160021381,39050,25927,8,NA,"True","False",193652577,34.60512,"Normal"
"322131",335529,"Warning","PolicyViolation","Suspicious",131010861,174553782,38434,45279,6,NA,"True","False",217388350,23.52753,"Normal"
"537729",560110,"Warning","PolicyViolation","Anomalous",127871962,147593160,33560,37625,6,NA,"True","False",165783298,34.16066,"Normal"
"500148",520998,"Warning","PolicyViolation","Anomalous",128823318,102141198,21945,39185,4,4,"False","False",63912269,34.72682,"Normal"
"515945",537456,"Warning","Policy_Violation","Critical",139121105,99878774,23534,42364,5,5,"False","False",258650069,22.93179,"Normal"
"85053",88546,"Warning","Policy_Violation","Anomalous",127604423,140687389,30635,27648,5,6,"False","False",172965267,22.19449,"Normal"
"455902",474897,"Warning","ThreatDetected","Anomalous",113880736,112023094,27848,36527,6,NA,"True","False",156460725,30.36333,"Normal"
"273152",284491,"Warning","PolicyViolation","Anomalous",128232452,134507406,30199,48405,6,NA,"False","False",124245036,29.14532,"Normal"
"7845",196373,"Warning","PolicyViolation","Anomalous",89990591,110355172,21685,30165,4,5,"True","True",89987758,23.95761,"Malicious"
"17380",433898,"Informational","Policy_Violation","Suspicious",177221272,82207071,26915,42505,5,6,"False","False",220619496,35.39614,"Malicious"
"20197",504722,"Warning","Policy_Violation","Suspicious",168380111,82947996,25803,31686,5,6,"False","False",186333790,28.42767,"Malicious"
"12473",312728,"Warning","PolicyViolation","Anomalous",125724044,114318798,25815,31548,5,6,"False","False",155473860,31.03387,"Malicious"
"4287",109650,"Warning","Policy_Violation","Anomalous",106231825,121790400,27049,40257,5,NA,"True","True",140587264,43.87478,"Malicious"
"11540",289670,"Warning","Policy_Violation","Suspicious",166144566,99153801,31675,49039,7,NA,"False","False",167163198,33.59007,"Malicious"
"16981",424358,"Informational","Policy_Violation","Suspicious",159384975,90470965,27128,31628,6,7,"False","False",135356837,99999,"Malicious"
"792",20277,"Alert","PolicyViolation","Anomalous",111491741,106898926,24503,36649,5,NA,"False","True",151706025,23.80393,"Malicious"
"22576",564931,"Warning","Policy_Violation","Suspicious",139174366,110799548,31915,35266,7,6,"False","False",105288643,25.92324,"Malicious"
"6245",157628,"Warning","PolicyViolation","Anomalous",149929804,103115601,25942,28810,4,NA,"False","False",100685167,33.72959,"Malicious"
"1312",32998,"Warning","PolicyViolation","Elevated",243961986,80677031,29691,36728,4,NA,"True","False",144301276,27.46161,"Malicious"
"16803",419846,"Warning","ThreatDetected","Anomalous",148148268,77120509,23180,22365,5,NA,"False","False",124728905,21.06922,"Malicious"
"20967",523628,"Warning","PolicyViolation","Suspicious",152319847,79729106,26149,31351,6,NA,"True","False",206811354,30.11367,"Malicious"
"15525",386564,"Warning","Policy_Violation","Suspicious",186315789,98631141,28953,40400,5,3,"False","False",175711091,35.5669,"Malicious"
"15439",384600,"Informational","PolicyViolation","Suspicious",141077790,125848381,32255,37171,6,NA,"True","False",134691675,99999,"Malicious"
"6917",173932,"Warning","PolicyViolation","Anomalous",113899820,94137180,22944,33765,5,NA,"False","True",180159058,32.35507,"Malicious"
"2328",58742,"Warning","PolicyViolation","Anomalous",162544112,79489258,23516,26628,5,4,"True","False",124958567,99999,"Malicious"
"6637",167244,"Warning","NormalOperation","Suspicious",154046498,97226538,27480,48964,5,4,"True","False",150024348,99999,"Malicious"
"15424",384230,"Warning","NormalOperation","Suspicious",177961651,100367281,28422,40941,4,5,"True","False",107048081,24.07523,"Malicious"
"13526",338476,"Informational","Policy_Violation","Anomalous",173010136,74382427,18112,32488,2,NA,"True","False",101137845,23.9933,"Malicious"
"7570",189572,"Warning","PolicyViolation","Anomalous",132922749,86015986,24943,37510,6,7,"True","False",149248238,32.83554,"Malicious"
"18618",465336,"Warning","PolicyViolation","Anomalous",98844934,96285284,21444,28443,5,NA,"False","True",126983777,28.54927,"Malicious"
"7464",186953,"Warning","PolicyViolation","Anomalous",137071199,102614176,23000,16822,4,4,"False","False",174781484,31.48738,"Malicious"
"22482",562782,"Warning","PolicyViolation","Suspicious",216447733,70993482,25943,29150,4,NA,"True","False",145520711,33.19772,"Malicious"
"12806",321348,"Warning","PolicyViolation","Suspicious",150780145,92557180,28439,48118,6,NA,"True","False",164470948,28.63808,"Malicious"
"5756",146224,"Alert","PolicyViolation","Anomalous",55667616,146379991,28635,29559,6,6,"True","True",138459435,29.94758,"Malicious"
"5444",138250,"Warning","PolicyViolation","Suspicious",109720297,116289407,29374,35748,7,3,"False","False",104435118,29.62111,"Malicious"
"3295",83859,"Warning","PolicyViolation","Anomalous",106766061,119624932,29570,-1,7,NA,"True","False",198343808,42.57677,"Malicious"
"16225",404912,"Warning","Policy_Violation","Suspicious",173138071,117294391,31441,31977,5,4,"True","False",118963103,99999,"Malicious"
